Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, Hits,, Rechazos,, Falsas alarmas,, Omisiones,, 
86,7,n,1,86,1,False,164,1,84,False,0,False,4,
114,7,n,1,113,2,False,,1,,False,,False,,
172,7,n,1,171,2,False,,1,,False,,False,,
181,7,n,1,180,2,False,,1,,False,,False,,
190,7,n,1,189,2,False,,1,,False,,False,,
247,7,n,1,245,3,False,,1,,False,,False,,
253,7,n,1,251,3,False,,1,,False,,False,,
87,8,n,1,87,1,False,,1,,False,,False,,
102,8,n,1,101,2,False,,1,,False,,False,,
130,8,n,1,129,2,False,,1,,False,,False,,
159,8,n,1,158,2,False,,1,,False,,False,,
165,8,n,1,164,2,False,,1,,False,,False,,
230,8,n,1,228,3,False,,1,,False,,False,,
235,8,n,1,233,3,False,,1,,False,,False,,
17,9,n,1,18,0,False,,1,,False,,False,,
18,9,n,1,19,0,False,,1,,False,,False,,
72,9,n,1,72,1,False,,1,,False,,False,,
80,9,n,1,80,1,False,,1,,False,,False,,
146,9,n,1,145,2,False,,1,,False,,False,,
205,9,n,1,204,2,False,,1,,False,,False,,
246,9,n,1,244,3,False,,1,,False,,False,,
99,10,n,1,98,2,False,,1,,False,,False,,
115,10,n,1,114,2,False,,1,,False,,False,,
127,10,n,1,126,2,False,,1,,False,,False,,
139,10,n,1,138,2,False,,1,,False,,False,,
149,10,n,1,148,2,False,,1,,False,,False,,
254,10,n,1,252,3,False,,1,,False,,False,,
275,10,n,1,273,3,False,,1,,False,,False,,
25,11,n,1,26,0,False,,1,,False,,False,,
75,11,n,1,75,1,False,,1,,False,,False,,
124,11,n,1,123,2,False,,1,,False,,False,,
160,11,n,1,159,2,False,,1,,False,,False,,
163,11,n,1,162,2,False,,1,,False,,False,,
270,11,n,1,268,3,False,,1,,False,,False,,
329,11,n,1,326,4,False,,1,,False,,False,,
79,12,n,1,79,1,False,,1,,False,,False,,
131,12,n,1,130,2,False,,1,,False,,False,,
194,12,n,1,193,2,False,,1,,False,,False,,
259,12,n,1,257,3,False,,1,,False,,False,,
267,12,n,1,265,3,False,,1,,False,,False,,
289,12,n,1,287,3,False,,1,,False,,False,,
311,12,n,1,309,3,False,,1,,False,,False,,
183,13,s,1,182,2,1,,False,,False,,False,,
196,13,s,1,195,2,1,,False,,False,,False,,
208,13,s,1,207,2,1,,False,,False,,False,,
209,13,s,1,208,2,1,,False,,False,,False,,
297,13,s,1,295,3,1,,False,,False,,False,,
308,13,s,1,306,3,1,,False,,False,,False,,
324,13,s,1,321,4,1,,False,,False,,False,,
20,14,s,1,21,0,1,,False,,False,,False,,
37,14,s,1,38,0,1,,False,,False,,False,,
97,14,s,1,96,2,1,,False,,False,,False,,
173,14,s,1,172,2,1,,False,,False,,False,,
203,14,s,1,202,2,1,,False,,False,,False,,
245,14,s,1,243,3,1,,False,,False,,False,,
273,14,s,1,271,3,1,,False,,False,,False,,
31,15,s,1,32,0,1,,False,,False,,False,,
38,15,n,False,38,1,False,,False,,False,,1,,
88,15,s,1,88,1,1,,False,,False,,False,,
119,15,s,1,118,2,1,,False,,False,,False,,
138,15,s,1,137,2,1,,False,,False,,False,,
286,15,s,1,284,3,1,,False,,False,,False,,
321,15,s,1,318,4,1,,False,,False,,False,,
107,16,s,1,106,2,1,,False,,False,,False,,
197,16,s,1,196,2,1,,False,,False,,False,,
252,16,s,1,250,3,1,,False,,False,,False,,
264,16,s,1,262,3,1,,False,,False,,False,,
280,16,s,1,278,3,1,,False,,False,,False,,
303,16,s,1,301,3,1,,False,,False,,False,,
314,16,s,1,312,3,1,,False,,False,,False,,
32,17,s,1,33,0,1,,False,,False,,False,,
35,17,s,1,36,0,1,,False,,False,,False,,
64,17,s,1,64,1,1,,False,,False,,False,,
171,17,s,1,170,2,1,,False,,False,,False,,
192,17,s,1,191,2,1,,False,,False,,False,,
215,17,s,1,214,2,1,,False,,False,,False,,
279,17,s,1,277,3,1,,False,,False,,False,,
90,18,s,1,90,1,1,,False,,False,,False,,
111,18,s,1,110,2,1,,False,,False,,False,,
151,18,s,1,150,2,1,,False,,False,,False,,
166,18,s,1,165,2,1,,False,,False,,False,,
