Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, Hits, ContadorH, Rechazos, ContadorR, Falsas alarmas, ContadorF, Omisiones, ContadorM, 
0,33,n,True,1,0,False,0,True,1,False,0,False,0,1,
1,382,s,False,1,1,False,0,False,1,True,1,False,0,4,
2,15,n,True,2,1,False,0,True,2,False,1,False,0,1,
3,436,s,True,3,1,True,1,False,2,False,1,False,0,5,
4,414,s,True,4,1,True,2,False,2,False,1,False,0,6,
5,57,n,True,5,1,False,2,True,3,False,1,False,0,1,
6,16,n,True,6,1,False,2,True,4,False,1,False,0,1,
7,167,s,True,7,1,True,3,False,4,False,1,False,0,5,
8,74,n,True,8,1,False,3,True,5,False,1,False,0,1,
9,243,n,True,9,1,False,3,True,6,False,1,False,0,1,
10,473,s,True,10,1,True,4,False,6,False,1,False,0,5,
11,548,s,True,11,1,True,5,False,6,False,1,False,0,4,
12,194,s,True,12,1,True,6,False,6,False,1,False,0,5,
13,619,n,True,13,1,False,6,True,7,False,1,False,0,1,
14,32,n,True,14,1,False,6,True,8,False,1,False,0,1,
15,403,s,True,15,1,True,7,False,8,False,1,False,0,5,
16,53,n,True,16,1,False,7,True,9,False,1,False,0,1,
17,20,n,True,17,1,False,7,True,10,False,1,False,0,1,
18,309,n,True,18,1,False,7,True,11,False,1,False,0,1,
19,252,n,True,19,1,False,7,True,12,False,1,False,0,2,
20,251,n,True,20,1,False,7,True,13,False,1,False,0,1,
21,34,n,True,21,1,False,7,True,14,False,1,False,0,1,
22,400,s,False,21,2,False,7,False,14,True,2,False,0,6,
23,103,s,True,22,2,True,8,False,14,False,2,False,0,6,
24,600,n,True,23,2,False,8,True,15,False,2,False,0,1,
25,3,n,True,24,2,False,8,True,16,False,2,False,0,1,
26,624,n,True,25,2,False,8,True,17,False,2,False,0,1,
27,308,n,True,26,2,False,8,True,18,False,2,False,0,1,
28,490,s,True,27,2,True,9,False,18,False,2,False,0,4,
29,376,n,True,28,2,False,9,True,19,False,2,False,0,2,
30,284,n,True,29,2,False,9,True,20,False,2,False,0,1,
31,190,s,True,30,2,True,10,False,20,False,2,False,0,6,
32,19,n,True,31,2,False,10,True,21,False,2,False,0,1,
33,140,s,True,32,2,True,11,False,21,False,2,False,0,5,
34,464,s,True,33,2,True,12,False,21,False,2,False,0,5,
35,445,s,True,34,2,True,13,False,21,False,2,False,0,5,
36,73,n,True,35,2,False,13,True,22,False,2,False,0,2,
37,632,n,True,36,2,False,13,True,23,False,2,False,0,1,
38,155,s,True,37,2,True,14,False,23,False,2,False,0,6,
