Ensayo, Estimulo, Comparacion, Respuesta, Eleccion, Correcto, OpcionPredicha, Aciertos, Errores, RTime1, RTime2, SignallPosition, Hits, ContadorH, Rechazos, ContadorR, Falsas alarmas, ContadorF, Omisiones, ContadorM, 
0,90,2 AS-BN,right,AS,1,1,1,0,9.35226511955,7.35128307343,Right,1,1,1,1,0,0,0,0
1,101,4 BS-AN,left,BS,1,1,2,0,2.23523402214,0.234678030014,Left,1,2,1,2,0,0,0,0
2,153,5 AS-BS,right,BS,NA,0,2,0,2.1361207962,0.135648012161,Both,NA,2,NA,2,NA,0,NA,0
3,160,5 AS-BS,right,AS,NA,0,2,0,2.13533782959,0.134397029877,Both,NA,2,NA,2,NA,0,NA,0
4,164,6 AN-BN,right,AN,NA,0,2,0,2.51967692375,0.519415855408,None,NA,2,NA,2,NA,0,NA,0
5,78,2 AS-BN,right,AS,1,1,3,0,2.11859202385,0.118379831314,Right,1,3,1,3,0,0,0,0
6,71,2 AS-BN,left,AS,1,1,4,0,2.13580799103,0.134959936142,Left,1,4,1,4,0,0,0,0
7,110,4 BS-AN,right,BS,1,1,5,0,2.11859798431,0.118411064148,Right,1,5,1,5,0,0,0,0
8,18,1 AS-AN,right,AS,1,1,6,0,2.13526010513,0.134388923645,Right,1,6,1,6,0,0,0,0
9,187,6 AN-BN,left,AN,NA,0,6,0,2.43844914436,0.437745094299,None,NA,6,NA,6,NA,0,NA,0
10,147,5 AS-BS,right,BS,NA,0,6,0,2.72047710419,0.720247030258,Both,NA,6,NA,6,NA,0,NA,0
11,19,1 AS-AN,left,AS,1,1,7,0,2.13522911072,0.134979009628,Left,1,7,1,7,0,0,0,0
12,15,1 AS-AN,left,AS,1,1,8,0,2.13529896736,0.134710073471,Left,1,8,1,8,0,0,0,0
13,79,2 AS-BN,left,AS,1,1,9,0,2.13561296463,0.135320186615,Left,1,9,1,9,0,0,0,0
14,159,5 AS-BS,right,BS,NA,0,9,0,2.23520112038,0.234241008759,Both,NA,9,NA,9,NA,0,NA,0
15,106,4 BS-AN,right,BS,1,1,10,0,2.13332700729,0.132113933563,Right,1,10,1,10,0,0,0,0
16,23,1 AS-AN,left,AS,1,1,11,0,2.11852788925,0.118286848068,Left,1,11,1,11,0,0,0,0
17,132,5 AS-BS,right,AS,NA,1,11,0,2.53449606895,0.533283948898,Both,NA,11,NA,11,NA,0,NA,0
18,5,1 AS-AN,left,AS,1,1,12,0,2.11850595474,0.118207931519,Left,1,12,1,12,0,0,0,0
19,12,1 AS-AN,right,AS,1,1,13,0,2.13513898849,0.134285926819,Right,1,13,1,13,0,0,0,0
20,131,5 AS-BS,right,BS,NA,0,13,0,2.11867308617,0.118382930756,Both,NA,13,NA,13,NA,0,NA,0
21,83,2 AS-BN,left,AS,1,1,14,0,2.13113498688,0.130023956299,Left,1,14,1,14,0,0,0,0
22,69,2 AS-BN,left,AS,1,1,15,0,2.13541412354,0.134198904037,Left,1,15,1,15,0,0,0,0
23,144,5 AS-BS,right,AS,NA,1,15,0,2.13332486153,0.132236003876,Both,NA,15,NA,15,NA,0,NA,0
24,168,6 AN-BN,right,AN,NA,0,15,0,2.72005319595,0.719863176346,None,NA,15,NA,15,NA,0,NA,0
25,32,1 AS-AN,right,AS,1,1,16,0,2.11902093887,0.118665933609,Right,1,16,1,16,0,0,0,0
26,33,3 BS-BN,left,BS,1,1,17,0,2.13332009315,0.132200956345,Left,1,17,1,17,0,0,0,0
27,115,4 BS-AN,left,BS,1,1,18,0,2.11858415604,0.118304014206,Left,1,18,1,18,0,0,0,0
28,175,6 AN-BN,left,AN,NA,0,18,0,2.23584008217,0.235651016235,None,NA,18,NA,18,NA,0,NA,0
29,54,3 BS-BN,right,BS,1,1,19,0,2.11906290054,0.118849039078,Right,1,19,1,19,0,0,0,0
30,46,3 BS-BN,right,BS,1,1,20,0,2.13532185555,0.13449716568,Right,1,20,1,20,0,0,0,0
31,99,4 BS-AN,left,BS,1,1,21,0,2.1185939312,0.118435144424,Left,1,21,1,21,0,0,0,0
32,31,1 AS-AN,left,AS,1,1,22,0,2.13067817688,0.12957906723,Left,1,22,1,22,0,0,0,0
33,65,2 AS-BN,left,AS,1,1,23,0,2.11907196045,0.118875980377,Left,1,23,1,23,0,0,0,0
34,96,2 AS-BN,right,AS,1,1,24,0,2.13529109955,0.134433984756,Right,1,24,1,24,0,0,0,0
35,57,3 BS-BN,left,BS,1,1,25,0,2.11863994598,0.11837387085,Left,1,25,1,25,0,0,0,0
36,81,2 AS-BN,left,AS,1,1,26,0,2.13575696945,0.135463953018,Left,1,26,1,26,0,0,0,0
37,171,6 AN-BN,right,BN,NA,1,26,0,2.11900997162,0.118819952011,None,NA,26,NA,26,NA,0,NA,0
38,192,6 AN-BN,left,BN,NA,1,26,0,2.13283610344,0.131636142731,None,NA,26,NA,26,NA,0,NA,0
39,116,4 BS-AN,right,BS,1,1,27,0,2.13536810875,0.135127067566,Right,1,27,1,27,0,0,0,0
40,128,4 BS-AN,right,BS,1,1,28,0,2.13518214226,0.134312152863,Right,1,28,1,28,0,0,0,0
41,48,3 BS-BN,right,BS,1,1,29,0,2.11904120445,0.118827104568,Right,1,29,1,29,0,0,0,0
42,89,2 AS-BN,left,AS,1,1,30,0,2.13529205322,0.134335041046,Left,1,30,1,30,0,0,0,0
43,190,6 AN-BN,right,AN,NA,0,30,0,2.11849284172,0.118229866028,None,NA,30,NA,30,NA,0,NA,0
44,145,5 AS-BS,right,BS,NA,0,30,0,2.13560295105,0.135407209396,Both,NA,30,NA,30,NA,0,NA,0
45,51,3 BS-BN,left,BS,1,1,31,0,2.11914896965,0.11879992485,Left,1,31,1,31,0,0,0,0
46,113,4 BS-AN,left,BS,1,1,32,0,2.1354238987,0.13450217247,Left,1,32,1,32,0,0,0,0
47,68,2 AS-BN,right,AS,1,1,33,0,2.11870408058,0.118453025818,Right,1,33,1,33,0,0,0,0
48,157,5 AS-BS,left,AS,NA,1,33,0,2.13527798653,0.134385108948,Both,NA,33,NA,33,NA,0,NA,0
49,125,4 BS-AN,left,BS,1,1,34,0,2.11902093887,0.118834018707,Left,1,34,1,34,0,0,0,0
50,26,1 AS-AN,right,AS,1,1,35,0,2.13529515266,0.134418964386,Right,1,35,1,35,0,0,0,0
51,28,1 AS-AN,right,AS,1,1,36,0,2.1185438633,0.118344783783,Right,1,36,1,36,0,0,0,0
52,1,1 AS-AN,left,AS,1,1,37,0,2.13524079323,0.134214162827,Left,1,37,1,37,0,0,0,0
53,97,4 BS-AN,left,BS,1,1,38,0,2.1190700531,0.118757963181,Left,1,38,1,38,0,0,0,0
54,150,5 AS-BS,right,AS,NA,1,38,0,2.13537406921,0.134429931641,Both,NA,38,NA,38,NA,0,NA,0
55,185,6 AN-BN,right,BN,NA,1,38,0,2.11856484413,0.11828494072,None,NA,38,NA,38,NA,0,NA,0
56,4,1 AS-AN,right,AS,1,1,39,0,2.13537788391,0.134429216385,Right,1,39,1,39,0,0,0,0
57,95,2 AS-BN,left,AS,1,1,40,0,2.11907601357,0.118829965591,Left,1,40,1,40,0,0,0,0
58,6,1 AS-AN,right,AS,1,1,41,0,2.13488197327,0.133992910385,Right,1,41,1,41,0,0,0,0
59,173,6 AN-BN,left,AN,NA,0,41,0,2.13562703133,0.135340929031,None,NA,41,NA,41,NA,0,NA,0
60,191,6 AN-BN,right,BN,NA,1,41,0,2.11857819557,0.118278980255,None,NA,41,NA,41,NA,0,NA,0
61,53,3 BS-BN,left,BS,1,1,42,0,2.13591790199,0.134844064713,Left,1,42,1,42,0,0,0,0
62,137,5 AS-BS,right,BS,NA,0,42,0,2.11864304543,0.118494987488,Both,NA,42,NA,42,NA,0,NA,0
63,146,5 AS-BS,left,BS,NA,0,42,0,2.73660302162,0.735462903976,Both,NA,42,NA,42,NA,0,NA,0
64,82,2 AS-BN,right,AS,1,1,43,0,2.13560199738,0.135396957397,Right,1,43,1,43,0,0,0,0
65,152,5 AS-BS,right,AS,NA,1,43,0,2.13487887383,0.134109973907,Both,NA,43,NA,43,NA,0,NA,0
66,37,3 BS-BN,left,BS,1,1,44,0,3.83632397652,1.83520793915,Left,1,44,1,44,0,0,0,0
67,103,4 BS-AN,left,BS,1,1,45,0,2.11855387688,0.118219852448,Left,1,45,1,45,0,0,0,0
68,64,3 BS-BN,right,BS,1,1,46,0,2.1358499527,0.135653018951,Right,1,46,1,46,0,0,0,0
69,129,5 AS-BS,right,BS,NA,0,46,0,2.11858701706,0.118279218674,Both,NA,46,NA,46,NA,0,NA,0
