Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, Hits,, Rechazos,, Falsas alarmas,, Omisiones,, 
16,7,n,1,17,0,False,167,1,80,False,4,False,1,
132,7,n,1,133,0,False,,1,,False,,False,,
134,7,n,1,135,0,False,,1,,False,,False,,
232,7,n,1,229,4,False,,1,,False,,False,,
253,7,n,1,250,4,False,,1,,False,,False,,
295,7,n,1,291,5,False,,1,,False,,False,,
321,7,n,1,317,5,False,,1,,False,,False,,
125,8,n,1,126,0,False,,1,,False,,False,,
147,8,n,1,148,0,False,,1,,False,,False,,
200,8,n,1,199,2,False,,1,,False,,False,,
275,8,n,1,271,5,False,,1,,False,,False,,
281,8,n,1,277,5,False,,1,,False,,False,,
292,8,n,1,288,5,False,,1,,False,,False,,
330,8,n,1,326,5,False,,1,,False,,False,,
35,9,n,1,36,0,False,,1,,False,,False,,
68,9,n,1,69,0,False,,1,,False,,False,,
70,9,n,1,71,0,False,,1,,False,,False,,
126,9,n,1,127,0,False,,1,,False,,False,,
166,9,n,1,166,1,False,,1,,False,,False,,
297,9,n,1,293,5,False,,1,,False,,False,,
314,9,n,1,310,5,False,,1,,False,,False,,
26,10,n,1,27,0,False,,1,,False,,False,,
56,10,n,1,57,0,False,,1,,False,,False,,
96,10,n,1,97,0,False,,1,,False,,False,,
181,10,s,False,180,2,False,,False,,1,,False,,
222,10,s,False,219,4,False,,False,,1,,False,,
302,10,n,1,298,5,False,,1,,False,,False,,
317,10,n,1,313,5,False,,1,,False,,False,,
36,11,n,1,37,0,False,,1,,False,,False,,
38,11,n,1,39,0,False,,1,,False,,False,,
148,11,s,False,148,1,False,,False,,1,,False,,
205,11,n,1,204,2,False,,1,,False,,False,,
249,11,n,1,246,4,False,,1,,False,,False,,
269,11,n,1,265,5,False,,1,,False,,False,,
290,11,n,1,286,5,False,,1,,False,,False,,
34,12,n,1,35,0,False,,1,,False,,False,,
53,12,n,1,54,0,False,,1,,False,,False,,
104,12,n,1,105,0,False,,1,,False,,False,,
263,12,n,1,259,5,False,,1,,False,,False,,
286,12,n,1,282,5,False,,1,,False,,False,,
329,12,n,1,325,5,False,,1,,False,,False,,
335,12,n,1,331,5,False,,1,,False,,False,,
15,13,s,1,16,0,1,,False,,False,,False,,
137,13,s,1,138,0,1,,False,,False,,False,,
217,13,s,1,215,3,1,,False,,False,,False,,
244,13,s,1,241,4,1,,False,,False,,False,,
271,13,s,1,267,5,1,,False,,False,,False,,
324,13,s,1,320,5,1,,False,,False,,False,,
326,13,s,1,322,5,1,,False,,False,,False,,
49,14,s,1,50,0,1,,False,,False,,False,,
107,14,s,1,108,0,1,,False,,False,,False,,
178,14,s,1,178,1,1,,False,,False,,False,,
239,14,s,1,236,4,1,,False,,False,,False,,
270,14,s,1,266,5,1,,False,,False,,False,,
308,14,s,1,304,5,1,,False,,False,,False,,
315,14,s,1,311,5,1,,False,,False,,False,,
11,15,s,1,12,0,1,,False,,False,,False,,
109,15,s,1,110,0,1,,False,,False,,False,,
201,15,s,1,200,2,1,,False,,False,,False,,
225,15,s,1,222,4,1,,False,,False,,False,,
266,15,s,1,262,5,1,,False,,False,,False,,
283,15,s,1,279,5,1,,False,,False,,False,,
327,15,s,1,323,5,1,,False,,False,,False,,
51,16,s,1,52,0,1,,False,,False,,False,,
83,16,s,1,84,0,1,,False,,False,,False,,
89,16,s,1,90,0,1,,False,,False,,False,,
112,16,s,1,113,0,1,,False,,False,,False,,
195,16,s,1,194,2,1,,False,,False,,False,,
215,16,s,1,213,3,1,,False,,False,,False,,
254,16,s,1,251,4,1,,False,,False,,False,,
14,17,s,1,15,0,1,,False,,False,,False,,
50,17,s,1,51,0,1,,False,,False,,False,,
128,17,s,1,129,0,1,,False,,False,,False,,
197,17,s,1,196,2,1,,False,,False,,False,,
287,17,s,1,283,5,1,,False,,False,,False,,
298,17,s,1,294,5,1,,False,,False,,False,,
325,17,s,1,321,5,1,,False,,False,,False,,
18,18,s,1,19,0,1,,False,,False,,False,,
72,18,s,1,73,0,1,,False,,False,,False,,
86,18,s,1,87,0,1,,False,,False,,False,,
102,18,s,1,103,0,1,,False,,False,,False,,
170,18,s,1,170,1,1,,False,,False,,False,,
196,18,s,1,195,2,1,,False,,False,,False,,
312,18,s,1,308,5,1,,False,,False,,False,,
48,19,s,1,49,0,1,,False,,False,,False,,
78,19,s,1,79,0,1,,False,,False,,False,,
149,19,s,1,149,1,1,,False,,False,,False,,
154,19,s,1,154,1,1,,False,,False,,False,,
272,19,s,1,268,5,1,,False,,False,,False,,
291,19,s,1,287,5,1,,False,,False,,False,,
319,19,s,1,315,5,1,,False,,False,,False,,
9,20,s,1,10,0,1,,False,,False,,False,,
21,20,s,1,22,0,1,,False,,False,,False,,
74,20,s,1,75,0,1,,False,,False,,False,,
90,20,s,1,91,0,1,,False,,False,,False,,
223,20,s,1,220,4,1,,False,,False,,False,,
323,20,s,1,319,5,1,,False,,False,,False,,
331,20,s,1,327,5,1,,False,,False,,False,,
4,21,s,1,5,0,1,,False,,False,,False,,
60,21,s,1,61,0,1,,False,,False,,False,,
135,21,s,1,136,0,1,,False,,False,,False,,
157,21,s,1,157,1,1,,False,,False,,False,,
171,21,s,1,171,1,1,,False,,False,,False,,
219,21,s,1,217,3,1,,False,,False,,False,,
243,21,s,1,240,4,1,,False,,False,,False,,
1,22,s,1,2,0,1,,False,,False,,False,,
115,22,s,1,116,0,1,,False,,False,,False,,
238,22,s,1,235,4,1,,False,,False,,False,,
251,22,s,1,248,4,1,,False,,False,,False,,
273,22,s,1,269,5,1,,False,,False,,False,,
293,22,s,1,289,5,1,,False,,False,,False,,
299,22,s,1,295,5,1,,False,,False,,False,,
85,23,s,1,86,0,1,,False,,False,,False,,
119,23,s,1,120,0,1,,False,,False,,False,,
146,23,s,1,147,0,1,,False,,False,,False,,
165,23,s,1,165,1,1,,False,,False,,False,,
198,23,s,1,197,2,1,,False,,False,,False,,
204,23,s,1,203,2,1,,False,,False,,False,,
332,23,s,1,328,5,1,,False,,False,,False,,
17,24,s,1,18,0,1,,False,,False,,False,,
29,24,s,1,30,0,1,,False,,False,,False,,
33,24,s,1,34,0,1,,False,,False,,False,,
118,24,s,1,119,0,1,,False,,False,,False,,
164,24,s,1,164,1,1,,False,,False,,False,,
207,24,s,1,206,2,1,,False,,False,,False,,
296,24,s,1,292,5,1,,False,,False,,False,,
22,25,s,1,23,0,1,,False,,False,,False,,
187,25,s,1,186,2,1,,False,,False,,False,,
191,25,s,1,190,2,1,,False,,False,,False,,
256,25,s,1,253,4,1,,False,,False,,False,,
259,25,s,1,255,5,1,,False,,False,,False,,
282,25,s,1,278,5,1,,False,,False,,False,,
294,25,s,1,290,5,1,,False,,False,,False,,
20,26,s,1,21,0,1,,False,,False,,False,,
42,26,s,1,43,0,1,,False,,False,,False,,
69,26,s,1,70,0,1,,False,,False,,False,,
124,26,s,1,125,0,1,,False,,False,,False,,
180,26,s,1,180,1,1,,False,,False,,False,,
193,26,s,1,192,2,1,,False,,False,,False,,
220,26,s,1,218,3,1,,False,,False,,False,,
158,27,s,1,158,1,1,,False,,False,,False,,
169,27,s,1,169,1,1,,False,,False,,False,,
174,27,s,1,174,1,1,,False,,False,,False,,
184,27,s,1,183,2,1,,False,,False,,False,,
221,27,s,1,219,3,1,,False,,False,,False,,
235,27,s,1,232,4,1,,False,,False,,False,,
279,27,s,1,275,5,1,,False,,False,,False,,
19,28,s,1,20,0,1,,False,,False,,False,,
40,28,s,1,41,0,1,,False,,False,,False,,
99,28,s,1,100,0,1,,False,,False,,False,,
179,28,s,1,179,1,1,,False,,False,,False,,
216,28,s,1,214,3,1,,False,,False,,False,,
304,28,s,1,300,5,1,,False,,False,,False,,
334,28,s,1,330,5,1,,False,,False,,False,,
57,29,s,1,58,0,1,,False,,False,,False,,
142,29,s,1,143,0,1,,False,,False,,False,,
144,29,s,1,145,0,1,,False,,False,,False,,
168,29,s,1,168,1,1,,False,,False,,False,,
268,29,s,1,264,5,1,,False,,False,,False,,
277,29,s,1,273,5,1,,False,,False,,False,,
320,29,s,1,316,5,1,,False,,False,,False,,
39,30,s,1,40,0,1,,False,,False,,False,,
62,30,s,1,63,0,1,,False,,False,,False,,
203,30,s,1,202,2,1,,False,,False,,False,,
234,30,s,1,231,4,1,,False,,False,,False,,
241,30,s,1,238,4,1,,False,,False,,False,,
